candidate_id,candidate_name,constituency,district,party,s_o_d_o_w_o,age_detail,voter_enrolled,self_profession,spouse_profession,education_full,assets_total_inr,liabilities_total_inr,num_criminal_cases,education_summary,age_summary,criminal_cases_summary,total_assets_summary,liabilities_summary,candidate_url
1551,K. Prasath,ROYAPURAM,PERAMBUR,IND,T Kailsamy,44,"Velachery constituency, at Serial no 155 in Part no 67",Business,Housewife,,,,0,10th Pass,44,0,"Rs 20,44,246 ~ 20 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1551
1546,K.J. Sivakumar,ROYAPURAM,PERAMBUR,IND,C Jayaraman,47,"Kattumannarkoil constituency, at Serial no 38 in Part no 19",Advocate,NA,,,,0,Graduate Professional,47,0,"Rs 1,12,24,179 ~ 1 Crore+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1546
1539,K.V. Vijay Damu,ROYAPURAM,PERAMBUR,Tamilaga Vettri Kazhagam,Kanniyappan,46,"Velachery constituency, at Serial no 113 in Part no 213",Auto Consulting Business,Self-Employed,,,,4,8th Pass,46,4,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1539
1542,Kerthivarunnan .R,ROYAPURAM,PERAMBUR,IND,Rajagopal,45,"23 Saidapet constituency, at Serial no 958 in Part no 175",Business,Business,,,,0,Graduate,45,0,"Rs 15,26,908 ~ 15 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1542
1548,M Dhinakaran,ROYAPURAM,PERAMBUR,IND,P Madhusudhan,48,"Royapuram constituency, at Serial no 760 in Part no 175",Lawyer,Housewife,,,,0,Graduate Professional,48,0,"Rs 3,18,823 ~ 3 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1548
1552,M. Mahalakshmi,ROYAPURAM,PERAMBUR,IND,P Narasiman,61,"Velachery constituency, at Serial no 153 in Part no 299",Farming,"Dupty Register ,University of Madras , Chepauk , Chennai 5",,,,0,Graduate Professional,61,0,"Rs 1,13,00,800 ~ 1 Crore+","Rs 19,00,000 ~ 19 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1552
1537,M. Rajkumar,ROYAPURAM,PERAMBUR,Tamizhaga Vaazhvurimai Katchi,Manohar,44,"10 Thiruvottiyur constituency, at Serial no 353 in Part no 298",Self Employed,Housewife,,,,0,Graduate Professional,44,0,"Rs 57,89,389 ~ 57 Lacs+","Rs 9,40,617 ~ 9 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1537
1544,M. Shanmugam,ROYAPURAM,PERAMBUR,IND,Muthu,29,"Royapuram constituency, at Serial no 213 in Part no 100",Lawyer,NIL,,,,0,Post Graduate,29,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1544
1545,P. Sumathi,ROYAPURAM,PERAMBUR,IND,Selvakumar,53,"Royapuram constituency, at Serial no 309 in Part no 143",Head of Household,Wages,,,,0,10th Pass,53,0,"Rs 6,50,000 ~ 6 Lacs+","Rs 97,500 ~ 97 Thou+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1545
1555,R. Rajkumar,ROYAPURAM,PERAMBUR,IND,Ravichandran,29,"Rayapuram constituency, at Serial no 103 in Part no 100",Lawyer,NIL,,,,0,Post Graduate,29,0,"Rs 4,18,668 ~ 4 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1555
1538,R. Vinothkumar,ROYAPURAM,PERAMBUR,Naam Indiar Party,Rajendran,38,"Royapuram constituency, at Serial no 1035 in Part no 44",Lawyer,Housewife,,,,0,Graduate Professional,38,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1538
1553,S. Raju,ROYAPURAM,PERAMBUR,IND,Thiru G. Sownthiraraj,26,"Nanguneri constituency, at Serial no 122 in Part no 173",Business,NIL,,,,0,10th Pass,26,0,"Rs 2,19,500 ~ 2 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1553
1540,T. Kaviyarasu,ROYAPURAM,PERAMBUR,IND,M.Thulukanam,46,"Royapuram constituency, at Serial no 259 in Part no 101",Advocate,House Wife,,,,0,Graduate Professional,46,0,"Rs 18,06,560 ~ 18 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1540
1550,V. Bhagath Singh,ROYAPURAM,PERAMBUR,IND,Vinayagam,37,"Royapuram constituency, at Serial no 242 in Part no 140",Advocate,Advocate,,,,0,Graduate Professional,37,0,"Rs 14,00,000 ~ 14 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1550
2637,Anand. S,SAIDAPET,ROYAPURAM,IND,Thiru. Samiyan,54,"23, Saidapet constituency, at Serial no 413 in Part no 45",Not Applicable,Not Applicable,,,,0,12th Pass,54,0,"Rs 3,86,000 ~ 3 Lacs+","Rs 28,00,000 ~ 28 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2637
858,Arul Prakasam. M,SAIDAPET,ROYAPURAM,Tamilaga Vettri Kazhagam,P.S. Mani,44,"27 Sholinganallur constituency, at Serial no 226 in Part no 500","Self-employment, Managing Director, Tejas Builders, Managing Trustee: Sri Arangar Arutkudil","Sef-Employment, Trustee Sri Arangar Arutkutil.",,,,0,10th Pass,44,0,"Rs 1,67,84,692 ~ 1 Crore+","Rs 18,57,994 ~ 18 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=858
2644,Gingston. M,SAIDAPET,ROYAPURAM,IND,Moses,31,"23-SAIDAPET constituency, at Serial no 5 in Part no 89",Advocate,Not Applicable,,,,0,Post Graduate,31,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2644
2638,Kandhasamy. R Alias Babu,SAIDAPET,ROYAPURAM,IND,P.Rengasamy,57,"023-Saidapettai constituency, at Serial no 49 in Part no 162",Electricians,Beautician,,,,0,8th Pass,57,0,"Rs 1,02,45,000 ~ 1 Crore+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2638
767,Kumaran. G.P,SAIDAPET,ROYAPURAM,BSP,K.G Pandu,45,"23 Saidapet constituency, at Serial no 543 in Part no 140",Business,House Wife,,,,0,12th Pass,45,0,"Rs 9,88,200 ~ 9 Lacs+","Rs 16,72,000 ~ 16 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=767
2636,Parthiban. S,SAIDAPET,ROYAPURAM,MGR Makkal Katchi,V. Sundaram,59,"Saidapet constituency, at Serial no 23 in Part no 66",Self-employment (restaurant),Self-employment (restaurant),,,,0,10th Pass,59,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2636
2639,Prasad. N,SAIDAPET,ROYAPURAM,IND,Nehru,31,"23 - Saidapettai constituency, at Serial no 425 in Part no 189",Self-employed,Not Applicable,,,,0,Post Graduate,31,0,"Rs 55,000 ~ 55 Thou+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2639
2640,Prithviraj. A,SAIDAPET,ROYAPURAM,IND,Aravindhan,47,"23, Saidapet constituency, at Serial no 451 in Part no 175",Not Applicable,Not Applicable,,,,0,10th Pass,47,0,"Rs 6,12,124 ~ 6 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2640
766,Senthamizhan. G,SAIDAPET,ROYAPURAM,Amma Makkal Munnettra Kazagam,Thiru J. Gnnaprakasam,63,"23 Saidapet constituency, at Serial no 389 in Part no 150",Advocate,Nil,,,,0,Post Graduate,63,0,"Rs 3,22,98,771 ~ 3 Crore+","Rs 1,24,63,268 ~ 1 Crore+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=766
2635,Soundararajan. N,SAIDAPET,ROYAPURAM,Naam Indiar Party,P. Nagarajan,35,"023-Saidapettai constituency, at Serial no 351 in Part no 16",Lawyer,House Wife,,,,0,Post Graduate,35,0,"Rs 41,95,624 ~ 41 Lacs+","Rs 37,86,383 ~ 37 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2635
140,Srividya. G,SAIDAPET,ROYAPURAM,Naam Tamilar Katchi,S.Ganapathy Krishna,46,"16, Egmore constituency, at Serial no 401 in Part no 13","Accountant, Punjab Association",Deputy Manager - RBL Bank Ltd.,,,,0,Graduate,46,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=140
141,Subramanian. Ma,SAIDAPET,ROYAPURAM,DMK,R. Manickam,66,"Saidapet constituency, at Serial no 839 in Part no 236","Lawyer, Member of Legislative Assembly, Minister",Artisan,,,,1,Graduate Professional,66,1,"Rs 1,36,52,611 ~ 1 Crore+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=141
2643,Valarmathi. P,SAIDAPET,ROYAPURAM,IND,A. Murugan,47,"23 Saidapet constituency, at Serial no 153 in Part no 682","Team Leader, Private Company",Private Company Graphic Designer,,,,0,12th Pass,47,0,"Rs 30,31,000 ~ 30 Lacs+","Rs 2,21,400 ~ 2 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2643
2641,Yogaprakash. B,SAIDAPET,ROYAPURAM,IND,Mr. Baskaran,28,"023-Saidapetta constituency, at Serial no 547 in Part no 259",Self Employment,Not Applicable,,,,0,Graduate,28,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2641
446,A. Selva Kumar,THIRU-VI-KA-NAGAR (SC),SAIDAPET,Thakkam Katchi,M. Arumugam,49,"47 Vanniyambadi constituency, at Serial no 186 in Part no 17",Electrician,House Wife,,,,0,10th Pass,49,0,"Rs 17,94,000 ~ 17 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=446
2983,C. Christy,THIRU-VI-KA-NAGAR (SC),SAIDAPET,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Chinnappan,43,"Thiru-Vi-Ka-Nagar (SC) constituency, at Serial no 709 in Part no 181",Individual Business,House Wife,,,,0,10th Pass,43,0,"Rs 28,65,000 ~ 28 Lacs+","Rs 1,12,000 ~ 1 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2983
2999,C. Jagan Mohan,THIRU-VI-KA-NAGAR (SC),SAIDAPET,IND,Chitambaram,45,"12 Perambur constituency, at Serial no 560 in Part no 123",Lawyer,House Wife,,,,0,Graduate Professional,45,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2999
2988,D. Sathish Kumar,THIRU-VI-KA-NAGAR (SC),SAIDAPET,IND,Deenan,41,"Egmore constituency, at Serial no 167 in Part no 8",Technician,Tailor,,,,0,10th Pass,41,0,"Rs 27,26,000 ~ 27 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2988
860,G. J. Dharaniraj,THIRU-VI-KA-NAGAR (SC),SAIDAPET,IND,K Jagadish,31,"Egmore constituency, at Serial no 692 in Part no 93",Lawyer,Lawyer,,,,0,Graduate Professional,31,0,"Rs 69,12,468 ~ 69 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=860
163,Jagadesh Chander .M,THIRU-VI-KA-NAGAR (SC),SAIDAPET,Naam Tamilar Katchi,C Munivel,39,"009- Madhavaram constituency, at Serial no 382 in Part no 289",Robotics Trainer (Velammal Educational Trust (Chennai),Entrepreneurs,,,,0,Post Graduate,39,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=163
1258,K. S. Ravichandran,THIRU-VI-KA-NAGAR (SC),SAIDAPET,DMK,P.K.Sanganathan,55,"Elumbur (SC) constituency, at Serial no 639 in Part no 93",Social Service & Advocate,Govt Advocate,,,,0,Graduate Professional,55,0,"Rs 5,51,25,679 ~ 5 Crore+","Rs 73,90,902 ~ 73 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1258
2986,M. Kannadasan,THIRU-VI-KA-NAGAR (SC),SAIDAPET,IND,Muthu,38,"Egmore constituency, at Serial no 860 in Part no 13",Driver,Nil,,,,0,10th Pass,38,0,"Rs 11,88,346 ~ 11 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2986
2998,M. Lokesh,THIRU-VI-KA-NAGAR (SC),SAIDAPET,IND,Mohan,34,"12 Thiru-VI-KA-Nagar constituency, at Serial no 613 in Part no 157",Businesss,House wife,,,,0,Others,34,0,"Rs 5,21,003 ~ 5 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2998
2996,M. Mohan,THIRU-VI-KA-NAGAR (SC),SAIDAPET,IND,T.Muthu,41,"Egmore constituency, at Serial no 383 in Part no 7",Driver,Housewife,,,,0,8th Pass,41,0,"Rs 11,35,000 ~ 11 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2996
859,M. R. Pallavi,THIRU-VI-KA-NAGAR (SC),SAIDAPET,Tamilaga Vettri Kazhagam,P Rajesh,36,"15 Thiruvikanagar constituency, at Serial no 536 in Part no 155",Business,Manager,,,,0,12th Pass,36,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=859
445,Porkodi Armstrong,THIRU-VI-KA-NAGAR (SC),SAIDAPET,AIADMK,K. Armstrong,51,"13 Kolathur constituency, at Serial no 431 in Part no 231","Advocate, Madras High Court",Nil,,,,0,Graduate Professional,51,0,"Rs 4,93,33,342 ~ 4 Crore+","Rs 30,00,000 ~ 30 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=445
2992,Prakash Arunachalam,THIRU-VI-KA-NAGAR (SC),SAIDAPET,IND,Mr.Arunachalam,40,"10, Thiruvottiyur T constituency, at Serial no 621 in Part no 182",Lawyer/ Advocate,Housewife,,,,0,Graduate Professional,40,0,"Rs 2,20,000 ~ 2 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2992
2993,Prasanth. D,THIRU-VI-KA-NAGAR (SC),SAIDAPET,IND,Mr.Damodaran,33,"15-Thiru.vi.ka.Nagar,TamilNadu constituency, at Serial no 253 in Part no 30",Private Company,Housewife,,,,0,Graduate,33,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2993
2994,Praveen Thiyagarajan,THIRU-VI-KA-NAGAR (SC),SAIDAPET,IND,Mr.Thyagarajan,27,"15-Thiru.vi.ka.Nagar constituency, at Serial no 129 in Part no 155",Business,Housewife,,,,0,Post Graduate,27,0,"Rs 2,32,179 ~ 2 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2994
2985,R. Anandan,THIRU-VI-KA-NAGAR (SC),SAIDAPET,IND,P.Rathinathas,60,"4-Thiruvallur Tamil Nadu constituency, at Serial no 387 in Part no 203",Public service,Housewife,,,,0,8th Pass,60,0,"Rs 2,60,000 ~ 2 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2985
2984,S Jayakalpana,THIRU-VI-KA-NAGAR (SC),SAIDAPET,Republican Party of India (Athawale),Shanmugam,53,"20, Thosand Lights constituency, at Serial no 575 in Part no 47",Housewife,Print Profile,,,,0,Illiterate,53,0,"Rs 9,87,000 ~ 9 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2984
2991,S. Parthiban,THIRU-VI-KA-NAGAR (SC),SAIDAPET,IND,Sivagnanam,46,"Anna Nagar constituency, at Serial no 545 in Part no 121",Individual Technician,Service/Repair shop,,,,0,Graduate,46,0,"Rs 47,49,100 ~ 47 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2991
2997,S. Rajendran,THIRU-VI-KA-NAGAR (SC),SAIDAPET,IND,P.Selvaraj,52,"04-Thiruvallur constituency, at Serial no 466 in Part no 176",Self Employed,Housewife,,,,0,10th Pass,52,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2997
2990,S. Senthamizhan,THIRU-VI-KA-NAGAR (SC),SAIDAPET,IND,Mr.Sampath,35,"09-Madhavaram Constituency constituency, at Serial no 227 in Part no 68",Self Employed,Housewife,,,,0,10th Pass,35,0,"Rs 9,76,000 ~ 9 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2990
2989,Sathish,THIRU-VI-KA-NAGAR (SC),SAIDAPET,IND,Mr.Kumar,33,"13-Kolathur constituency, at Serial no 62 in Part no 212",Business,Housewife,,,,0,Graduate,33,0,"Rs 3,04,000 ~ 3 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2989
3912,Abukither M,THIYAGARAYANAGAR,THIRU-VI-KA-NAGAR (SC),IND,Musthafa,58,"32 Chengalpattu constituency, at Serial no 154 in Part no 268",Abu Travels,House Wife,,,,0,10th Pass,58,0,"Rs 9,57,000 ~ 9 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3912
177,Anand N,THIYAGARAYANAGAR,THIRU-VI-KA-NAGAR (SC),Tamilaga Vettri Kazhagam,Narayanasamy,62,"27 Sholinganallur constituency, at Serial no 252 in Part no 418","Self Employment, Businesss",House wife,,,,3,8th Pass,62,3,"Rs 7,47,86,272 ~ 7 Crore+","Rs 3,58,13,970 ~ 3 Crore+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=177
453,Anusha V,THIYAGARAYANAGAR,THIRU-VI-KA-NAGAR (SC),Naam Tamilar Katchi,Vijaykumar,41,"Thiyagarayanahar constituency, at Serial no 553 in Part no 91",Private Lawyer,NIL,,,,0,Post Graduate,41,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=453
3913,Aravind Gosh Y T,THIYAGARAYANAGAR,THIRU-VI-KA-NAGAR (SC),IND,Y. Thyagarajan,49,"Anna Nagar constituency, at Serial no 119 in Part no 103",Advocate,Housewife,,,,0,Graduate Professional,49,0,"Rs 16,78,08,393 ~ 16 Crore+","Rs 94,25,332 ~ 94 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3913
3920,Badri S,THIYAGARAYANAGAR,THIRU-VI-KA-NAGAR (SC),IND,Mr. T.S. Surendran,43,"Thiyagarayanagar constituency, at Serial no 485 in Part no 179",Business/ Entrepreneur,Product Manager- Ambattur clothing Ltd,,,,0,Graduate Professional,43,0,"Rs 99,85,237 ~ 99 Lacs+","Rs 18,36,920 ~ 18 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3920
3921,Balaji S,THIYAGARAYANAGAR,THIRU-VI-KA-NAGAR (SC),IND,Srinivasan,27,"Maduravoyal constituency, at Serial no 440 in Part no 302",Advocate,NIL,,,,0,Graduate Professional,27,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3921
3914,Easan Natarajan T,THIYAGARAYANAGAR,THIRU-VI-KA-NAGAR (SC),IND,Thangarasu,42,"Thiyagaraya Nagar constituency, at Serial no 258 in Part no 115",Film Industry,Divorced,,,,0,Post Graduate,42,0,"Rs 6,90,986 ~ 6 Lacs+","Rs 6,13,647 ~ 6 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3914
3917,Gnanasekaran G,THIYAGARAYANAGAR,THIRU-VI-KA-NAGAR (SC),IND,R. Govindan,41,"Thiyagaraya Nagar constituency, at Serial no 639 in Part no 200",Labour Work,NIL,,,,0,5th Pass,41,0,"Rs 6,300 ~ 6 Thou+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3917
3930,Jothiraj G M,THIYAGARAYANAGAR,THIRU-VI-KA-NAGAR (SC),IND,Late. George,49,"Thiyagaraya Nagar constituency, at Serial no 473 in Part no 138",Real Estate,NIL,,,,0,5th Pass,49,0,"Rs 16,85,000 ~ 16 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3930
3915,Kumar Sri Sri B,THIYAGARAYANAGAR,THIRU-VI-KA-NAGAR (SC),IND,Babu,49,"Thiyagaraya Nagar constituency, at Serial no 94 in Part no 143",Make-Up Artist ( daily Wage),NA,,,,0,Illiterate,49,0,"Rs 85,000 ~ 85 Thou+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3915
3924,Manikandan N,THIYAGARAYANAGAR,THIRU-VI-KA-NAGAR (SC),IND,Late. K. Narayanan,49,"Thiyagarayanagar constituency, at Serial no 568 in Part no 57",Business and Actor,Business,,,,0,Graduate,49,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3924
3923,Manikandan T,THIYAGARAYANAGAR,THIRU-VI-KA-NAGAR (SC),IND,Thiagarajan,36,"Thiyagarayanagar constituency, at Serial no 97 in Part no 256",Driver,House Wife,,,,0,8th Pass,36,0,"Rs 1,00,000 ~ 1 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3923
3925,Moorthy N,THIYAGARAYANAGAR,THIRU-VI-KA-NAGAR (SC),IND,Nadarajan,44,"Radha Krishnan Nagar constituency, at Serial no 663 in Part no 215",Journalist,House Wife,,,,0,8th Pass,44,0,"Rs 4,08,000 ~ 4 Lacs+","Rs 80,000 ~ 80 Thou+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3925
3926,Mythili C,THIYAGARAYANAGAR,THIRU-VI-KA-NAGAR (SC),IND,T. Senthil Kumar,43,"Anna Nagar constituency, at Serial no 97 in Part no 256",Advocate,Advocate,,,,0,Graduate Professional,43,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3926
3919,Padmini Narasimhan,THIYAGARAYANAGAR,THIRU-VI-KA-NAGAR (SC),IND,Narasimhan,64,"Thiyagarayanagar constituency, at Serial no 0 in Part no 0",Private,NA,,,,0,10th Pass,64,0,"Rs 1,000 ~ 1 Thou+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3919
3922,Prasath D,THIYAGARAYANAGAR,THIRU-VI-KA-NAGAR (SC),IND,T. Desingu,43,"Sholinganallur constituency, at Serial no 480 in Part no 406",Own Business,No Job,,,,0,10th Pass,43,0,"Rs 20,00,000 ~ 20 Lacs+","Rs 2,50,000 ~ 2 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3922
455,Rajesh E,THIYAGARAYANAGAR,THIRU-VI-KA-NAGAR (SC),IND,Ezhumahhai,42,"024- Thayagarayanagar constituency, at Serial no 183 in Part no 209",Barbering,NIL,,,,0,8th Pass,42,0,"Rs 8,35,000 ~ 8 Lacs+","Rs 14,00,000 ~ 14 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=455
3928,Ramachandran O N,THIYAGARAYANAGAR,THIRU-VI-KA-NAGAR (SC),IND,Nagarajan,30,"Thirutani constituency, at Serial no 433 in Part no 105",Lawyer,NA,,,,0,Graduate Professional,30,0,"Rs 3,67,000 ~ 3 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3928
3927,Ramkumar L,THIYAGARAYANAGAR,THIRU-VI-KA-NAGAR (SC),IND,N. Lakshmanan,36,"Saidapet constituency, at Serial no 777 in Part no 20",Advocate,Nurse,,,,0,Graduate Professional,36,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3927
456,Ravi M L,THIYAGARAYANAGAR,THIRU-VI-KA-NAGAR (SC),Desiya Makkal Sakthi Katchi,Lakshmipathy,60,"Harbour constituency, at Serial no 223 in Part no 44",Lawyer,Self Employed,,,,0,Post Graduate,60,0,"Rs 1,38,83,300 ~ 1 Crore+","Rs 20,00,000 ~ 20 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=456
3916,Sathish Kumar B,THIYAGARAYANAGAR,THIRU-VI-KA-NAGAR (SC),IND,S. Boopathy,42,"Madhavaram constituency, at Serial no 730 in Part no 84",Private Company Work,No Work,,,,0,10th Pass,42,0,"Rs 6,50,000 ~ 6 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3916
1270,Sathiyanarayanan B,THIYAGARAYANAGAR,THIRU-VI-KA-NAGAR (SC),AIADMK,Bakthavachlam,62,"Thiyagarayanagar constituency, at Serial no 68 in Part no 28",Business,Business,,,,8,Graduate,62,8,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1270
3918,Thennarasu P,THIYAGARAYANAGAR,THIRU-VI-KA-NAGAR (SC),IND,V. Padmanaban,46,"Arcot constituency, at Serial no 337 in Part no 187",Law Graduate,NA,,,,0,Graduate Professional,46,0,"Rs 73,000 ~ 73 Thou+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3918
454,Vetrivel K,THIYAGARAYANAGAR,THIRU-VI-KA-NAGAR (SC),IND,Kumaravel,36,"THIYAGARAYANAGAR constituency, at Serial no 302 in Part no 128",Business,Housewife,,,,0,Others,36,0,"Rs 9,00,845 ~ 9 Lacs+","Rs 5,97,203 ~ 5 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=454
2141,Dhanasekaran.V,THOUSAND LIGHTS,THIYAGARAYANAGAR,IND,V Venkatesan,51,"Thousand Lights constituency, at Serial no 295 in Part no 247",Own Business,Housewife,,,,0,12th Pass,51,0,"Rs 6,25,000 ~ 6 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2141
862,Ezhilan Naganathan,THOUSAND LIGHTS,THIYAGARAYANAGAR,DMK,Naganathan. M,46,"20-Thousand Lights constituency, at Serial no 660 in Part no 236",Doctor,Doctor,,,,0,Post Graduate,46,0,"Rs 4,13,90,246 ~ 4 Crore+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=862
294,Kalanchiyam.Mu,THOUSAND LIGHTS,THIYAGARAYANAGAR,Naam Tamilar Katchi,Muniyandi,58,"Maduravoyal constituency, at Serial no 700 in Part no 212","Film Director, Actor",Nil,,,,2,Graduate,58,2,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=294
2139,Karthikeyan.S,THOUSAND LIGHTS,THIYAGARAYANAGAR,IND,Saravanan,33,"Thousand Lights constituency, at Serial no 361 in Part no 4",Nil,Nil,,,,0,10th Pass,33,0,"Rs 15,000 ~ 15 Thou+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2139
